file_name,uid,rec_id,startTime,endTime,ann_nz_cnt,intervals_cnt,cnt_match,cnt_diff
1019_1.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc560c4275ba3,19.0,20.0,3,3,True,0
1019_1.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc560c4275ba3,432.0,433.5,3,3,True,0
1023_0.npy,614dbf7e4bac1c78af017aed,614dc6914bac1c1cd8017db9,0.0,2.0,1,1,True,0
1024_0.npy,614dbfa84bac1c1231017aee,614dc6c74bac1c84d1017e13,577.0,583.0,1,1,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,0.0,1.0,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,225.0,230.0,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,275.5,278.0,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,335.0,339.0,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,424.0,430.0,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,461.5,463.5,7,7,True,0
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,633.0,635.5,7,7,True,0
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,0.0,1.0,5,5,True,0
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,422.0,426.0,5,5,True,0
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,447.0,449.0,5,5,True,0
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,507.0,510.0,5,5,True,0
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,624.5,626.0,5,5,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,0.0,1.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,51.0,59.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,79.0,84.5,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,140.0,144.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,154.0,157.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,170.0,209.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,237.0,239.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,245.0,250.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,288.0,300.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,340.0,350.0,11,11,True,0
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,600.0,607.0,11,11,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,0.0,1.0,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,133.5,139.5,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,184.5,186.5,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,285.0,288.5,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,291.0,293.0,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,330.0,332.0,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,564.5,570.0,8,8,True,0
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,623.0,627.0,8,8,True,0
1028_1.npy,6157091f2312e5b88c168e6b,61570af62312e5021c168fd1,0.0,2.0,2,2,True,0
1028_1.npy,6157091f2312e5b88c168e6b,61570af62312e5021c168fd1,524.5,526.5,2,2,True,0
1029_0.npy,615709472312e5fe91168e6c,61570b7b2312e5693f169094,205.0,214.0,3,3,True,0
1029_0.npy,615709472312e5fe91168e6c,61570b7b2312e5693f169094,326.0,328.5,3,3,True,0
1029_0.npy,615709472312e5fe91168e6c,61570b7b2312e5693f169094,455.0,466.0,3,3,True,0
1097_0.npy,622dfe483c70e6abd58a21ab,622e39423c70e641048a2985,0.0,1.5,2,2,True,0
1097_0.npy,622dfe483c70e6abd58a21ab,622e39423c70e641048a2985,408.0,420.0,2,2,True,0
1097_1.npy,622dfe483c70e6abd58a21ab,622e39423c70e65ff88a29fd,0.0,1.0,1,1,True,0
1102_0.npy,655341fe7f978676df92e657,67f2cf89a588a8cdf08b3cfd,101.0,106.0,1,1,True,0
