file_name,uid,rec_id,ann_nz_cnt,intervals_cnt,cnt_match,cnt_diff,intervals
1017_0.npy,6144c5e5bd0cc503ed275364,6145a8e4bd0cc5fb9827553c,1,1,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}]"
1018_6.npy,6144c658bd0cc5a1c0275367,6145aef2bd0cc5522427584e,2,2,True,0,"[{""startTime"": 0.0, ""endTime"": 5.5}, {""startTime"": 121.0, ""endTime"": 129.0}]"
1018_7.npy,6144c658bd0cc5a1c0275367,6145aef2bd0cc5235e27584c,1,1,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}]"
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,5,5,True,0,"[{""startTime"": 0.0, ""endTime"": 0.5}, {""startTime"": 407.0, ""endTime"": 408.0}, {""startTime"": 526.0, ""endTime"": 529.0}, {""startTime"": 595.0, ""endTime"": 598.0}, {""startTime"": 608.0, ""endTime"": 610.5}]"
1019_1.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc560c4275ba3,3,3,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}, {""startTime"": 19.0, ""endTime"": 20.0}, {""startTime"": 432.0, ""endTime"": 433.5}]"
1023_0.npy,614dbf7e4bac1c78af017aed,614dc6914bac1c1cd8017db9,1,1,True,0,"[{""startTime"": 0.0, ""endTime"": 2.0}]"
1024_0.npy,614dbfa84bac1c1231017aee,614dc6c74bac1c84d1017e13,1,1,True,0,"[{""startTime"": 577.0, ""endTime"": 583.0}]"
1025_0.npy,614dbfd24bac1cce7b017aef,614dc6ff4bac1c3a8d017f07,7,7,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}, {""startTime"": 225.0, ""endTime"": 230.0}, {""startTime"": 275.5, ""endTime"": 278.0}, {""startTime"": 335.0, ""endTime"": 339.0}, {""startTime"": 424.0, ""endTime"": 430.0}, {""startTime"": 461.5, ""endTime"": 463.5}, {""startTime"": 633.0, ""endTime"": 635.5}]"
1026_0.npy,615708ba2312e518c0168e69,61570a262312e57080168e75,5,5,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}, {""startTime"": 422.0, ""endTime"": 426.0}, {""startTime"": 447.0, ""endTime"": 449.0}, {""startTime"": 507.0, ""endTime"": 510.0}, {""startTime"": 624.5, ""endTime"": 626.0}]"
1026_4.npy,615708ba2312e518c0168e69,61570a262312e52b82168e70,11,11,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}, {""startTime"": 51.0, ""endTime"": 59.0}, {""startTime"": 79.0, ""endTime"": 84.5}, {""startTime"": 140.0, ""endTime"": 144.0}, {""startTime"": 154.0, ""endTime"": 157.0}, {""startTime"": 170.0, ""endTime"": 209.0}, {""startTime"": 237.0, ""endTime"": 239.0}, {""startTime"": 245.0, ""endTime"": 250.0}, {""startTime"": 288.0, ""endTime"": 300.0}, {""startTime"": 340.0, ""endTime"": 350.0}, {""startTime"": 600.0, ""endTime"": 607.0}]"
1027_0.npy,615708ea2312e56066168e6a,61570a9f2312e5391b168f61,8,8,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}, {""startTime"": 133.5, ""endTime"": 139.5}, {""startTime"": 184.5, ""endTime"": 186.5}, {""startTime"": 285.0, ""endTime"": 288.5}, {""startTime"": 291.0, ""endTime"": 293.0}, {""startTime"": 330.0, ""endTime"": 332.0}, {""startTime"": 564.5, ""endTime"": 570.0}, {""startTime"": 623.0, ""endTime"": 627.0}]"
1028_1.npy,6157091f2312e5b88c168e6b,61570af62312e5021c168fd1,2,2,True,0,"[{""startTime"": 0.0, ""endTime"": 2.0}, {""startTime"": 524.5, ""endTime"": 526.5}]"
1029_0.npy,615709472312e5fe91168e6c,61570b7b2312e5693f169094,3,3,True,0,"[{""startTime"": 205.0, ""endTime"": 214.0}, {""startTime"": 326.0, ""endTime"": 328.5}, {""startTime"": 455.0, ""endTime"": 466.0}]"
1097_0.npy,622dfe483c70e6abd58a21ab,622e39423c70e641048a2985,2,2,True,0,"[{""startTime"": 0.0, ""endTime"": 1.5}, {""startTime"": 408.0, ""endTime"": 420.0}]"
1097_1.npy,622dfe483c70e6abd58a21ab,622e39423c70e65ff88a29fd,1,1,True,0,"[{""startTime"": 0.0, ""endTime"": 1.0}]"
1102_0.npy,655341fe7f978676df92e657,67f2cf89a588a8cdf08b3cfd,1,1,True,0,"[{""startTime"": 101.0, ""endTime"": 106.0}]"
